Wage Bin ID,Wage Bin,Year,Record Count,Household_Income,Total Population MOE Appx,State,State ID,share
11,"$100-110k",2016,7630,157371,9608.519162750874,"Illinois","04000US17",0.026717982342508877
11,"$100-110k",2017,8065,165711,9853.866953396246,"Illinois","04000US17",0.02789644154593601
11,"$100-110k",2018,8728,179566,10246.201764829759,"Illinois","04000US17",0.030043670284915103
11,"$100-110k",2019,9224,188856,10500.471876259315,"Illinois","04000US17",0.03141591705862538
11,"$100-110k",2020,9406,193859,10633.306053737904,"Illinois","04000US17",0.03238822904172884
11,"$100-110k",2021,10002,209499,11040.23436950583,"Illinois","04000US17",0.034782662113298383
11,"$100-110k",2022,9455,194535,10652.580504242918,"Illinois","04000US17",0.03225177522783147
11,"$100-110k",2023,10514,218296,11261.002936395465,"Illinois","04000US17",0.03626230000551503
12,"$110-120k",2014,3084,62381,6098.76991538883,"Illinois","04000US17",0.010803322756476087
12,"$110-120k",2015,3369,68383,6382.468305240283,"Illinois","04000US17",0.011720773310854934
12,"$110-120k",2016,3626,73510,6614.862967663049,"Illinois","04000US17",0.012480310107947637
12,"$110-120k",2017,3781,76070,6727.949721210861,"Illinois","04000US17",0.012805923012952383
12,"$110-120k",2018,4265,86095,7151.761397933305,"Illinois","04000US17",0.014404785946001837
12,"$110-120k",2019,4504,92218,7398.19345945608,"Illinois","04000US17",0.01534032828881431
12,"$110-120k",2020,4511,94716,7495.882173993915,"Illinois","04000US17",0.015824302724745245
12,"$110-120k",2021,5431,114160,8216.303682875172,"Illinois","04000US17",0.018953735850071568
12,"$110-120k",2022,9141,191491,10571.663779748822,"Illinois","04000US17",0.0317471133222951
12,"$110-120k",2023,7679,162023,9748.517932919565,"Illinois","04000US17",0.026914495152424053
13,"$120-130k",2014,3108,62888,6123.231785423539,"Illinois","04000US17",0.010891126488983317
13,"$120-130k",2015,3434,69923,6453.073535490632,"Illinois","04000US17",0.01198472766937557
13,"$120-130k",2016,3913,79295,6866.801067753234,"Illinois","04000US17",0.013462470276284966
13,"$120-130k",2017,4157,83799,7056.820269088353,"Illinois","04000US17",0.014107053274121161
13,"$120-130k",2018,4379,87549,7211.00907089445,"Illinois","04000US17",0.014648058595580635
13,"$120-130k",2019,4799,96129,7550.948781539373,"Illinois","04000US17",0.015990917370528865
13,"$120-130k",2020,4479,92621,7413.836815387517,"Illinois","04000US17",0.015474288849493532
13,"$120-130k",2021,4980,103678,7836.960721844569,"Illinois","04000US17",0.017213432248280657
13,"$120-130k",2022,4476,93476,7447.890358615601,"Illinois","04000US17",0.015497298384335851
13,"$120-130k",2023,5568,112320,8151.048631444889,"Illinois","04000US17",0.018658067654100156
14,"$130-140k",2014,2189,45496,5216.072979615765,"Illinois","04000US17",0.007879129416467132
14,"$130-140k",2015,2013,42125,5020.779930935804,"Illinois","04000US17",0.007220180099143999
14,"$130-140k",2016,2038,41856,5005.010833751852,"Illinois","04000US17",0.007106187727904452
14,"$130-140k",2017,2450,49843,5458.170863169751,"Illinois","04000US17",0.008390766671941443
14,"$130-140k",2018,2807,56881,5827.494900653785,"Illinois","04000US17",0.009516913054120803
14,"$130-140k",2019,2821,56031,5784.362412453208,"Illinois","04000US17",0.009320674210572281
14,"$130-140k",2020,3451,68335,6381.209023990322,"Illinois","04000US17",0.01141680103356842
14,"$130-140k",2021,4179,86963,7187.600485341478,"Illinois","04000US17",0.014438277248859264
14,"$130-140k",2022,4971,102720,7801.397886468962,"Illinois","04000US17",0.017029852475918723
14,"$130-140k",2023,4976,103354,7824.883811294395,"Illinois","04000US17",0.01716867810115623
15,"$140-150k",2014,1308,26830,4012.1186650659342,"Illinois","04000US17",0.004646497323804579
15,"$140-150k",2015,1319,27325,4048.8850870706056,"Illinois","04000US17",0.004683475874400232
15,"$140-150k",2016,1547,31173,4323.264069162908,"Illinois","04000US17",0.005292459624473564
15,"$140-150k",2017,1610,32950,4444.210426678442,"Illinois","04000US17",0.005546932605189707
15,"$140-150k",2018,1862,37755,4755.387915699214,"Illinois","04000US17",0.006316890567295422
15,"$140-150k",2019,1958,40443,4920.742248390523,"Illinois","04000US17",0.006727633401120358
15,"$140-150k",2020,2306,48129,5364.448086917169,"Illinois","04000US17",0.00804096315130774
15,"$140-150k",2021,2614,52818,5617.629804469046,"Illinois","04000US17",0.008769257359224597
15,"$140-150k",2022,3389,71480,6524.967242589647,"Illinois","04000US17",0.011850602170742509
15,"$140-150k",2023,3810,79070,6858.190742647816,"Illinois","04000US17",0.0131347347703855
16,"$150-160k",2014,1624,33502,4480.707293249108,"Illinois","04000US17",0.005801973661651174
16,"$150-160k",2015,1874,39094,4838.044784965818,"Illinois","04000US17",0.0067006699298738405
16,"$150-160k",2016,2190,45892,5238.955902017327,"Illinois","04000US17",0.007791407855719398
16,"$150-160k",2017,2444,50641,5501.318080306676,"Illinois","04000US17",0.008525105130786402
16,"$150-160k",2018,2271,46758,5288.070717598026,"Illinois","04000US17",0.007823206704955617
16,"$150-160k",2019,2435,48829,5403.0957535961725,"Illinois","04000US17",0.008122632132712854
16,"$150-160k",2020,2333,48537,5386.95279968718,"Illinois","04000US17",0.008109128144674184
16,"$150-160k",2021,2289,48433,5381.36259466587,"Illinois","04000US17",0.008041225371640821
16,"$150-160k",2022,3159,63701,6163.713043185845,"Illinois","04000US17",0.010560929055378686
16,"$150-160k",2023,3348,68742,6400.176471218228,"Illinois","04000US17",0.011419096213302645
17,"$160-170k",2014,1259,25034,3876.1127592520957,"Illinois","04000US17",0.004335460827585682
17,"$160-170k",2015,1128,22343,3662.792575967962,"Illinois","04000US17",0.003829566384692567
17,"$160-170k",2016,1002,19817,3450.3400224768166,"Illinois","04000US17",0.0033644715740606492
17,"$160-170k",2017,1068,21871,3624.166151455398,"Illinois","04000US17",0.0036818501671655257
17,"$160-170k",2018,1427,29139,4180.717554852177,"Illinois","04000US17",0.004875324440217754
17,"$160-170k",2019,1743,35681,4623.816108513037,"Illinois","04000US17",0.0059354817245351596
17,"$160-170k",2020,1867,38348,4792.370810699901,"Illinois","04000US17",0.0064068410921969965
17,"$160-170k",2021,2376,48509,5385.548844138893,"Illinois","04000US17",0.008053843485906811
17,"$160-170k",2022,2057,41112,4961.053788580778,"Illinois","04000US17",0.006815919927861863
17,"$160-170k",2023,2731,56421,5804.306831506253,"Illinois","04000US17",0.009372389913746304
18,"$170-180k",2014,786,16342,3134.0933654668474,"Illinois","04000US17",0.002830155022945003
18,"$170-180k",2015,856,18152,3302.6332669050785,"Illinois","04000US17",0.0031112334518614095
18,"$170-180k",2016,853,17843,3274.5368866119807,"Illinois","04000US17",0.0030293316998518524
18,"$170-180k",2017,703,13752,2875.771646737759,"Illinois","04000US17",0.002315065771974775
18,"$170-180k",2018,840,16931,3190.0688925129075,"Illinois","04000US17",0.00283277113481337
18,"$170-180k",2019,1103,22004,3635.208183298936,"Illinois","04000US17",0.0036603329465730123
18,"$170-180k",2020,1216,25215,3890.3398079588023,"Illinois","04000US17",0.004212696832683511
18,"$170-180k",2021,1172,24205,3812.0000144046408,"Illinois","04000US17",0.004018703365898583
18,"$170-180k",2022,2360,49293,5428.5708899107,"Illinois","04000US17",0.008172240246256441
18,"$170-180k",2023,2176,45111,5194.9651455011,"Illinois","04000US17",0.00749362615690983
19,"$180-190k",2014,758,15010,3003.9998103694675,"Illinois","04000US17",0.0025994753943461325
19,"$180-190k",2015,819,16858,3183.0938283416945,"Illinois","04000US17",0.0028894432311304345
19,"$180-190k",2016,798,16440,3143.538116356276,"Illinois","04000US17",0.002791134514687242
19,"$180-190k",2017,990,20407,3501.201211645689,"Illinois","04000US17",0.0034353946486830452
19,"$180-190k",2018,1005,20719,3527.8092447516033,"Illinois","04000US17",0.003466551600153459
19,"$180-190k",2019,1116,22424,3669.6089303383546,"Illinois","04000US17",0.003730199327120216
19,"$180-190k",2020,1037,21387,3584.036339491581,"Illinois","04000US17",0.0035731488066865847
19,"$180-190k",2021,1229,26252,3969.2407197629664,"Illinois","04000US17",0.004358562311983872
19,"$180-190k",2022,1418,28681,4147.982413848948,"Illinois","04000US17",0.004754996094838639
19,"$180-190k",2023,1817,37539,4741.9588584809835,"Illinois","04000US17",0.0062358012968951725
20,"$190-200k",2014,531,11415,2620.4930790063972,"Illinois","04000US17",0.0019768828531952767
20,"$190-200k",2015,470,10331,2493.222807642851,"Illinois","04000US17",0.001770722388231612
20,"$190-200k",2016,532,11648,2647.1014877439393,"Illinois","04000US17",0.0019775629456859484
20,"$190-200k",2017,556,11751,2658.7786552161397,"Illinois","04000US17",0.0019782095612620406
20,"$190-200k",2018,634,12877,2783.0035556611906,"Illinois","04000US17",0.0021544854942408464
20,"$190-200k",2019,699,14637,2966.6849662381196,"Illinois","04000US17",0.002434843362070041
20,"$190-200k",2020,807,16906,3187.726039260915,"Illinois","04000US17",0.0028245033770909153
20,"$190-200k",2021,889,17977,3286.883287851059,"Illinois","04000US17",0.002984682107364546
20,"$190-200k",2022,916,19637,3434.821960684269,"Illinois","04000US17",0.0032555998157088786
20,"$190-200k",2023,1048,21002,3551.781068461173,"Illinois","04000US17",0.003488752999211285
21,"$200k+",2014,6039,119105,8385.207805943923,"Illinois","04000US17",0.02062694982302439
21,"$200k+",2015,6352,125582,8606.23909627198,"Illinois","04000US17",0.02152462094268728
21,"$200k+",2016,6917,134648,8905.392740547193,"Illinois","04000US17",0.02286013869425838
21,"$200k+",2017,7621,148025,9327.443260584168,"Illinois","04000US17",0.024919110740006262
21,"$200k+",2018,8221,159682,9678.818554232617,"Illinois","04000US17",0.02671682477994617
21,"$200k+",2019,8919,172230,10041.925279555848,"Illinois","04000US17",0.028650206480106796
21,"$200k+",2020,9268,182485,10326.780531981702,"Illinois","04000US17",0.030487962780577055
21,"$200k+",2021,10285,207930,11000.298989369956,"Illinois","04000US17",0.0345221644648334
21,"$200k+",2022,12098,244657,11894.937454845938,"Illinois","04000US17",0.04056145460670607
21,"$200k+",2023,12991,263217,12317.519870474602,"Illinois","04000US17",0.043724364260232206
